Locustag	28_1	28_2	29_1	29_2	36_1	36_2	46_1	46_2	47_1	47_2	49_1	49_2
ECB_03258	84	60	64	106	41	41	63	59	65	54	101	174
ECB_03259	314	516	499	663	514	303	723	630	784	566	1200	1263
ECB_03260	15	126	19	139	10	12	11	11	27	14	400	541
ECB_03261	975	1668	1277	2803	392	259	387	356	420	362	3555	4065
ECB_03262	28	182	81	252	25	23	23	31	26	11	195	210
ECB_03263	19	21	14	21	18	14	18	29	16	24	24	32
ECB_03264	248	199	240	295	208	134	191	173	215	217	273	271
ECB_03265	365	287	342	399	308	205	248	280	375	301	468	610
ECB_03266	856	596	691	648	241	210	522	384	466	317	725	775
ECB_03267	1303	158	2087	216	1315	679	1990	1919	1735	1241	2734	2695
ECB_03268	585	352	474	460	290	204	200	153	232	183	402	453
ECB_03269	1531	519	1120	766	433	249	199	196	322	235	566	692
ECB_03270	692	127	517	180	468	327	567	569	576	410	1287	1379
ECB_03271	84	79	154	153	102	61	79	72	107	114	113	123
ECB_03272	58	47	46	28	24	19	21	27	31	28	44	56
ECB_03273	30	46	17	35	20	42	19	22	32	45	31	43
ECB_03274	218	168	253	264	285	182	310	235	358	287	426	456
ECB_03275	229	299	266	327	286	182	290	273	386	251	428	501
ECB_03276	57	44	43	40	23	43	49	36	52	63	68	97
ECB_03277	8563	199	4256	577	85	126	97	81	168	113	151	168
ECB_03279	5	6	7	4	8	7	1	7	2	5	26	26
ECB_03280	1913	1381	1977	1816	983	759	1584	1201	1864	1253	1846	2443
ECB_03281	2000	1241	2464	2080	1108	699	1641	4332	1822	1341	1557	2158
ECB_03282	3119	1209	2717	2098	1035	753	1571	1150	2136	1440	1972	2678
ECB_03283	1384	894	1782	1820	979	624	1117	934	1444	1003	1696	2327
ECB_03284	2280	1628	2527	2757	1584	1103	1782	1507	2614	1890	2795	4219
ECB_03285	8110	5671	9987	9593	6672	3963	9068	7794	11061	8161	10358	12158
ECB_03286	54	37	40	55	32	30	28	37	60	41	74	92
ECB_03287	138	61	243	125	1566	822	2174	1822	2256	1634	3007	2797
ECB_03288	184	26	506	87	649	466	827	972	895	727	1531	1298
ECB_03289	363	423	400	474	636	547	497	540	713	601	776	974
ECB_03290	550	440	686	747	242	208	321	280	363	270	443	559
ECB_03291	1527	1561	1502	1945	736	421	914	789	1154	726	1416	1685
ECB_03292	31	25	31	27	22	32	18	32	47	99	68	79
ECB_03293	19	34	20	28	15	30	10	25	14	76	6	13
ECB_03294	0	13	4	11	1	5	0	8	3	10	1	7
ECB_03295	9	3	2	34	6	10	1	5	6	36	2	2
ECB_03296	48	37	29	58	34	40	35	40	47	92	64	107
ECB_03297	61	37	128	85	49	30	43	58	61	32	75	102
ECB_03298	91	51	99	83	49	38	46	62	68	29	123	192
ECB_03299	130	61	140	83	75	80	113	95	105	131	169	221
ECB_03300	41	37	51	39	9	78	17	29	37	84	37	34
ECB_03301	123	26	120	49	16	44	31	36	33	36	50	46
ECB_03302	968	58	572	140	87	78	74	92	89	98	176	218
ECB_03303	435	431	532	507	679	346	801	791	1087	766	2179	1276
ECB_03304	430	538	532	636	649	382	917	760	1016	643	1303	1319
ECB_03305	877	973	1010	1127	1114	783	1397	1489	1550	2213	1722	1689
ECB_03306	604	519	805	796	986	419	1127	944	1170	977	1641	1731
ECB_03307	1627	774	1415	1157	1524	1077	2225	1905	2737	1862	3719	4024
ECB_03308	34	27	51	67	55	24	46	21	36	66	57	71
ECB_03309	3214	2187	2982	2612	6465	2409	6058	6913	6632	5258	11767	13511
ECB_03310	3548	1322	2376	2279	2263	957	1704	1294	2023	1412	2334	3037
ECB_03311	299	257	329	430	441	276	314	374	455	408	646	641
ECB_03312	382	361	455	498	794	446	520	694	676	593	925	1010
ECB_03313	361	424	324	426	364	252	460	351	493	470	770	867
ECB_03314	66	40	51	64	32	39	54	57	48	53	102	143
ECB_03315	38	31	36	34	19	32	25	32	52	39	62	73
ECB_03316	72	38	80	60	56	43	98	61	101	75	111	129
ECB_03317	156	158	259	235	293	166	202	255	259	214	474	492
ECB_03318	304	281	398	300	697	375	547	539	649	660	851	790
ECB_03319	20	2	11	4	6	10	5	2	6	10	17	29
ECB_03320	37	26	47	61	52	12	36	64	55	51	89	99
ECB_03321	1216	804	1377	1220	988	681	1175	983	1414	871	1698	1837
ECB_03322	291	259	399	455	340	315	324	273	435	350	398	565
ECB_03323	59	67	66	64	44	46	28	38	47	48	93	134
ECB_03324	119	107	122	145	77	101	68	84	109	116	128	150
ECB_03325	23	51	35	29	32	22	24	22	51	39	59	100
ECB_03326	14	29	21	55	63	21	17	21	20	23	34	32
ECB_03327	11	21	24	27	23	15	19	25	14	37	31	36
ECB_03328	18	12	21	42	31	33	17	35	28	39	45	37
ECB_03329	16	24	16	28	18	14	13	15	21	56	19	36
ECB_03330	87	31	48	75	54	44	62	58	90	70	191	252
ECB_03331	90	92	180	111	67	80	74	95	99	219	107	130
ECB_03332	12	14	8	13	1	6	6	6	6	7	2	2
ECB_03334	11	12	5	2	2	10	3	8	7	6	6	5
ECB_03335	55	99	78	72	33	25	36	27	60	42	55	102
ECB_03336	181	140	181	378	157	123	90	253	199	511	210	278
ECB_03337	164	83	193	210	170	138	150	120	228	190	331	441
ECB_03338	25	22	16	17	6	17	5	21	26	17	28	50
ECB_03339	14	34	16	33	13	39	8	20	22	47	7	12
ECB_03340	4	22	16	10	10	13	5	5	7	20	19	30
ECB_03341	102	83	81	135	214	143	199	204	261	202	555	552
ECB_03342	1463	5622	1086	2154	2622	1498	2763	3789	3454	2601	3433	3128
ECB_03343	243	184	176	245	78	74	46	82	121	89	125	242
ECB_03344	3295	1262	2627	2150	1255	1184	1582	1401	2742	2012	4095	6418
ECB_03345	137	108	231	119	53	88	44	58	76	97	83	111
ECB_03346	93	129	129	168	96	101	131	127	210	115	197	246
ECB_03347	1741	1352	1833	2577	1233	775	1397	1195	1994	1388	2348	2741
ECB_03348	306	685	442	539	328	186	301	305	487	409	644	675
ECB_03349	1646	1185	2061	2144	1436	758	1579	1271	2112	1409	2047	2055
ECB_03350	15	21	14	13	15	11	12	12	11	11	15	16
ECB_03351	46	39	30	26	29	24	19	20	27	40	50	36
ECB_03352	31	19	48	26	30	28	17	23	35	43	37	44
ECB_03353	7	29	19	6	4	28	4	21	10	23	6	7
ECB_03354	18	55	16	50	19	5	14	13	24	46	201	257
ECB_03355	2	2	2	1	2	5	3	4	3	5	8	7
ECB_03356	2	16	5	9	8	9	1	7	10	21	6	13
ECB_03357	3	6	11	11	1	4	7	3	11	20	7	10
ECB_03358	17	12	15	12	4	11	19	10	23	18	103	115
ECB_03359	26	33	11	21	17	15	7	6	24	17	67	97
ECB_03360	8	31	14	24	5	20	5	5	10	108	19	19
ECB_03361	12	19	23	15	6	6	2	9	7	11	33	35
ECB_03362	67	66	67	77	46	47	26	45	61	73	79	250
ECB_03363	14	20	18	15	12	29	19	16	20	28	157	208
ECB_03364	16	58	9	42	20	40	39	40	70	68	351	522
ECB_03365	12	26	18	8	7	9	18	9	15	10	38	47
ECB_03366	21	32	26	20	52	40	44	59	55	70	102	131
ECB_03367	149	90	131	125	57	77	84	80	134	118	240	359
ECB_03368	13	19	10	22	6	11	6	2	30	13	99	130
ECB_03369	104	73	85	91	107	60	67	94	96	106	134	203
ECB_03370	85	67	66	80	65	38	38	72	96	72	104	175
ECB_03371	882	1477	923	1358	1907	1181	2626	2100	3236	2216	2789	2670
ECB_03372	133	67	102	108	35	53	59	51	67	70	81	114
ECB_03373	14	11	7	2	0	5	3	3	10	10	9	13
ECB_03374	231	81	218	120	92	60	127	99	152	129	158	221
ECB_03375	673	509	553	591	566	394	470	572	774	622	1215	1302
ECB_03376	1908	157	1119	208	158	130	197	211	285	212	346	324
ECB_03377	270	244	180	291	283	201	221	244	320	288	447	468
ECB_03378	233	234	340	398	1135	850	1142	1122	1596	1357	4267	5049
ECB_03379	52	61	58	71	322	177	292	281	470	417	1263	1463
ECB_03380	70	90	155	182	895	621	896	859	1297	1083	3284	3899
ECB_03381	87	120	121	183	607	499	439	569	733	661	1855	2274
ECB_03383	133	131	61	122	75	112	53	35	102	108	391	439
ECB_03384	877	1136	829	1531	816	723	846	839	1402	1067	2587	3129
ECB_03385	14	64	18	31	21	13	14	14	58	38	62	87
ECB_03386	223	383	321	459	244	217	267	266	445	306	766	965
ECB_03387	132	85	137	136	346	298	144	220	224	235	199	203
ECB_03388	60	27	98	69	167	97	92	90	105	114	72	40
ECB_03389	75	91	138	129	356	274	92	264	246	254	129	143
ECB_03390	65	86	35	73	50	38	370	59	99	93	131	91
ECB_03391	709	376	777	662	565	360	719	699	1122	846	1023	1278
ECB_03392	1414	614	1421	1110	917	684	1406	1208	1819	1273	1597	1938
ECB_03393	916	413	1164	819	726	360	806	702	1048	715	858	926
ECB_03394	944	402	1061	704	552	359	651	635	903	636	874	1013
ECB_03395	14806	2355	14429	4319	3160	2386	4274	3865	5993	4258	8124	10224
ECB_03396	372	242	235	319	199	205	221	188	343	285	361	381
ECB_03397	108	48	294	219	53	224	167	354	20	29	18	108
ECB_03398	95	127	71	125	24	72	68	71	100	54	112	183
ECB_03399	94	76	122	101	49	72	72	56	117	93	184	180
ECB_03400	36	42	26	51	24	20	32	33	43	29	62	98
ECB_03401	633	632	763	855	872	569	836	866	1375	991	1443	1633
ECB_03402	28	31	60	29	30	23	38	26	62	37	43	33
ECB_03403	304	292	389	345	321	316	390	388	704	511	1004	1200
ECB_03404	4283	2560	2989	3159	1297	851	1637	1366	2049	1531	1816	1961
ECB_03405	100	68	48	79	9	15	32	23	35	40	32	97
ECB_03406	8633	10127	7388	10862	7320	6703	12998	8891	20405	13764	10788	13339
ECB_03407	0	1	0	1	0	0	0	1	2	1	1	0
ECB_03408	2	0	0	3	0	2	1	3	3	4	6	8
ECB_03409	17	9	5	11	6	22	14	2	15	11	4	17
ECB_03410	2247	2229	2565	2987	2440	1353	2713	2523	3505	2705	4249	4136
ECB_03411	504	593	563	821	685	545	678	722	1084	716	1389	1437
ECB_03412	12	2	12	11	3	4	0	4	9	11	17	22
ECB_03413	33	49	31	53	27	45	24	24	48	73	135	136
ECB_03414	3	4	7	4	2	4	1	16	11	32	18	14
ECB_03415	472	926	532	673	232	1546	353	375	913	762	202	300
ECB_03416	103	49	92	73	58	50	37	61	81	73	138	184
ECB_03417	77	57	50	32	27	27	23	33	65	38	152	216
ECB_03418	17	21	6	13	6	20	6	5	14	24	43	60
ECB_03420	24	21	21	16	8	5	10	19	31	18	47	64
ECB_03421	89	94	84	66	51	63	36	61	92	71	164	165
ECB_03422	411	293	246	253	439	394	189	407	336	467	500	509
ECB_03423	106	61	83	61	41	34	37	33	64	74	98	93
ECB_03424	29	43	31	41	11	18	17	17	32	26	30	26
ECB_03425	63	73	67	79	49	31	53	54	90	62	79	127
ECB_03426	112	160	150	215	161	97	218	210	268	226	424	431
ECB_03427	33	17	31	23	9	10	10	13	15	16	16	15
ECB_03428	1	3	1	1	2	2	2	3	1	3	0	6
ECB_03429	6	7	2	3	0	1	2	0	3	8	1	5
ECB_03430	8	20	27	18	8	17	5	10	17	43	5	9
ECB_03431	5	3	6	5	2	4	3	4	4	5	7	12
ECB_03432	24	25	29	23	15	26	10	11	13	28	32	28
ECB_03433	23	13	14	5	5	21	7	10	23	14	42	29
ECB_03434	26	13	30	31	15	31	35	20	31	11	59	67
ECB_03435	31	7	31	11	14	16	37	15	21	31	41	35
ECB_03436	18	9	7	0	6	6	7	11	5	6	29	32
ECB_03437	25	14	6	7	7	8	7	4	7	11	10	22
ECB_03438	56	58	65	63	27	48	49	44	66	51	103	114
ECB_03439	8	7	4	8	12	15	4	3	9	9	15	20
ECB_03440	40	66	43	101	56	35	44	37	72	65	240	294
ECB_03441	19	10	9	14	17	16	10	8	20	22	42	43
ECB_03442	1	7	5	4	3	2	1	1	1	3	4	9
ECB_03443	149	48	153	76	22	48	28	37	49	104	56	61
ECB_03444	12	14	14	8	5	9	9	8	14	5	22	29
ECB_03445	330	343	422	520	401	276	390	460	625	458	773	854
ECB_03446	388	277	433	487	353	251	374	356	585	433	594	736
ECB_03447	171	124	198	172	214	147	170	162	248	166	295	370
ECB_03448	43	41	55	45	31	24	18	24	41	38	52	56
ECB_03449	16	31	11	37	10	21	8	12	24	25	23	47
ECB_03450	10	16	14	18	10	14	12	10	25	19	52	58
ECB_03451	8	23	23	23	7	15	9	5	20	30	4	10
ECB_03452	61	57	29	40	22	75	28	37	45	92	43	43
ECB_03453	30	15	6	20	5	8	3	13	12	3	11	24
ECB_03454	7178	417	6028	636	397	367	701	739	619	453	922	1090
ECB_03455	1356	234	896	325	183	111	351	261	282	221	423	528
ECB_03456	116	31	102	29	32	13	35	39	49	28	89	102
ECB_03457	20	15	19	33	9	15	24	9	24	10	28	35
ECB_03458	39	19	44	55	44	38	54	66	76	67	170	184
ECB_03459	13	7	7	6	3	5	4	5	8	14	3	5
ECB_03460	194	223	213	282	186	121	142	154	236	205	297	326
ECB_03461	1444	94	1058	194	74	88	115	186	154	92	168	240
ECB_03462	209	46	178	61	26	50	50	72	79	49	93	107
ECB_03463	532	106	412	186	134	106	184	142	233	140	309	373
ECB_03464	27	77	49	35	58	49	57	83	114	42	137	130
ECB_03465	422	416	460	483	291	230	440	318	530	350	603	742
ECB_03466	1125	1012	1307	1713	1285	834	1400	1225	1710	1209	2009	2208
ECB_03467	1378	850	1447	1375	1102	616	1291	1095	1435	1049	2244	2781
ECB_03468	1591	1034	1449	1665	1070	733	1382	1075	1682	1356	2450	2802
ECB_03469	907	668	593	738	596	451	834	712	1061	849	1609	1821
ECB_03470	3117	3350	3484	4984	2441	1559	3205	2552	4014	2621	4965	5419
ECB_03471	242	368	260	404	386	292	302	382	461	361	573	659
ECB_03472	85	193	80	124	85	116	94	99	154	166	167	172
ECB_03473	18	20	6	16	5	7	7	7	10	2	42	56
ECB_03474	2260	880	2012	1386	567	331	646	545	918	588	1059	1436
ECB_03475	3149	1159	2486	1557	652	503	808	689	1062	775	1244	1648
ECB_03476	2128	1340	1946	1759	1507	1014	1535	1442	2091	1630	2471	2707
ECB_03477	564	530	866	862	695	666	882	758	1118	771	1562	1772
ECB_03478	262	339	284	468	259	191	285	233	395	241	438	537
ECB_03479	76	180	112	149	52	92	57	69	147	159	93	111
ECB_03480	37	43	18	35	24	29	31	29	20	55	24	22
ECB_03481	32	37	22	34	20	23	7	31	30	29	49	48
ECB_03482	55	47	30	51	13	24	14	5	16	18	22	30
ECB_03484	22	4	12	15	7	5	9	9	9	6	15	22
ECB_03485	62	40	34	43	35	39	30	30	97	40	108	86
ECB_03486	483	323	308	413	206	155	301	203	352	295	539	537
ECB_03487	323	154	239	213	172	163	192	190	275	215	694	763
ECB_03488	497	297	351	309	145	150	238	231	258	211	641	703
ECB_03489	855	456	588	639	274	247	286	285	412	364	684	825
ECB_03490	258	216	210	296	305	282	277	347	410	288	680	618
ECB_03491	108	128	112	155	174	103	174	147	172	153	190	210
ECB_03492	109	149	78	92	96	91	145	136	180	127	224	215
ECB_03493	518	543	408	424	526	345	743	674	909	648	1279	1744
ECB_03494	3341	2683	3432	3926	5968	3493	6494	6309	8133	6579	13888	15208
ECB_03495	798	793	1187	868	1542	882	1487	1533	1797	1219	2253	2755
ECB_03496	517	411	367	412	315	274	347	354	446	356	711	775
ECB_03497	423	421	380	491	528	279	568	407	582	410	766	788
ECB_03498	101	146	82	150	152	90	142	177	173	135	282	297
ECB_03499	106	195	129	134	130	135	159	174	237	165	264	271
ECB_03500	227	294	149	296	284	203	240	292	344	215	686	688
ECB_03501	805	576	599	715	357	239	546	416	618	403	885	932
ECB_03502	98	58	71	52	63	57	43	63	70	85	103	122
ECB_03503	8	32	30	32	19	10	35	14	28	28	22	25
ECB_03504	99	25	73	42	25	28	14	33	30	26	46	57
ECB_03505	856	1164	837	993	604	448	703	620	941	752	1306	1620
ECB_03506	655	570	544	703	450	364	529	520	666	619	956	1167
ECB_03507	735	1410	741	1725	1448	927	1327	1238	1792	1214	2468	2730
ECB_03508	41	96	62	135	160	101	122	136	172	130	231	216
ECB_03509	168	279	292	478	545	300	492	436	650	472	839	774
ECB_03510	1182	1480	1677	2120	1977	1150	1417	1390	1821	1631	2373	2949
ECB_03511	7832	5421	7953	8361	5849	3409	6107	5899	7052	5466	8453	8325
ECB_03512	277	643	109	459	704	435	539	607	716	579	906	711
ECB_03513	656	378	646	594	596	383	416	451	548	416	775	981
ECB_03514	133	76	107	106	82	75	76	83	87	93	109	123
ECB_03515	18	27	8	27	22	8	10	17	9	20	37	43
ECB_03516	99	86	78	84	64	97	88	71	135	211	146	155
ECB_03517	55	70	49	53	79	50	68	77	125	91	363	384
ECB_03518	1	8	0	1	2	3	1	1	1	4	3	6
ECB_03519	400	22	205	19	6	6	13	10	14	9	62	114
ECB_03520	42	41	28	28	22	23	21	14	29	44	96	132
ECB_03521	79	67	57	63	49	46	71	35	87	83	360	498
ECB_03522	12	11	21	2	6	12	5	8	12	16	11	8
ECB_03523	16	34	32	19	15	40	15	20	19	56	18	8
ECB_03524	44	54	89	97	76	72	69	55	105	97	99	142
ECB_03525	41	67	20	28	22	26	16	18	55	27	46	78
ECB_03526	36	40	37	36	24	7	32	28	54	45	70	104
ECB_03527	7	0	2	0	1	1	3	1	5	2	6	5
ECB_03530	2	20	8	4	2	3	1	5	1	12	2	2
ECB_03531	43	57	35	45	24	41	22	37	54	74	176	163
ECB_03532	1	5	2	7	3	7	3	3	3	10	3	10
ECB_03533	0	3	6	0	3	1	0	1	0	1	3	3
ECB_03534	0	0	1	0	2	0	0	0	0	2	0	1
ECB_03535	1	4	2	3	5	5	1	6	5	6	6	10
ECB_03536	28	54	40	22	21	59	48	39	61	43	66	85
ECB_03537	0	6	4	2	4	1	5	1	2	5	11	9
ECB_03538	10	9	4	6	5	10	4	1	4	7	10	14
ECB_03539	3	1	2	1	1	0	3	0	0	5	0	1
ECB_03540	2	5	6	7	0	2	1	5	4	7	6	7
ECB_03541	1	4	7	0	0	5	0	2	2	7	3	0
ECB_03542	10	9	3	8	9	10	5	5	12	8	17	27
ECB_03543	83	89	51	105	88	75	63	83	121	128	212	220
ECB_03544	2510	2653	2571	3015	966	1238	2091	1185	2749	1846	4970	7302
ECB_03545	18	23	3	7	8	9	2	4	14	12	41	63
ECB_03546	143	205	140	253	260	216	235	259	349	261	518	3940
ECB_03547	150	136	154	137	78	56	79	63	94	52	131	137
ECB_03548	21	22	21	17	5	12	7	7	16	22	23	19
ECB_03549	143	52	114	67	51	49	30	49	85	102	891	795
ECB_03550	4783	23	2236	72	31	110	44	112	85	27	12	39
ECB_03551	69	63	82	95	73	78	54	69	100	95	78	112
ECB_03552	36	59	41	56	73	65	62	65	67	67	101	77
ECB_03553	90	47	82	75	107	65	169	134	147	112	155	141
ECB_03554	444	97	231	162	168	191	366	265	429	254	476	566
ECB_03555	3645	467	2006	1315	1299	1240	2503	2087	2776	2129	2854	2951
ECB_03556	618	345	341	418	159	186	308	274	300	260	210	345
ECB_03557	14	17	33	35	19	23	9	15	9	21	3	11
ECB_03558	154	20	152	38	15	11	13	13	24	13	27	33
ECB_03559	27	31	42	67	50	29	27	36	41	30	38	62
ECB_03560	14	12	18	22	3	26	18	13	30	30	28	51
ECB_03561	45	33	30	34	20	41	22	35	30	59	40	58
ECB_03562	16	15	12	23	7	17	14	11	25	46	32	52
ECB_03563	20	20	26	21	11	22	10	6	9	18	26	26
ECB_03564	38	37	29	34	16	20	21	14	19	25	64	109
ECB_03565	68	38	47	44	40	32	9	24	32	35	46	52
ECB_03566	11	13	12	20	5	16	5	11	9	21	5	8
ECB_03568	438	172	365	166	136	122	136	112	186	174	253	393
ECB_03569	14	26	13	24	20	47	11	22	21	45	14	18
ECB_03570	39	47	56	40	18	28	18	14	21	22	57	53
ECB_03571	62	45	63	44	40	49	24	32	58	63	73	83
ECB_03572	316	199	318	339	256	163	283	234	359	240	366	447
ECB_03573	35	29	45	58	45	26	32	29	58	75	61	54
ECB_03574	37	39	75	41	18	21	17	26	32	30	44	42
ECB_03575	58	35	87	53	51	47	36	46	51	58	58	66
ECB_03576	29	28	41	33	25	9	15	29	35	35	36	38
ECB_03577	63	32	73	55	45	32	24	34	42	38	53	48
ECB_03578	124	37	96	44	43	31	34	39	50	48	63	68
ECB_03579	41	36	27	32	9	21	12	29	18	46	31	57
ECB_03580	509	519	645	754	709	480	856	594	1046	684	1432	1557
ECB_03581	72	58	42	45	41	65	42	56	65	44	97	114
ECB_03582	1589	1388	1590	1857	1790	1178	1841	1794	2270	1623	3895	3966
ECB_03583	57	158	100	164	180	104	134	133	178	142	367	377
ECB_03584	436	659	502	766	742	481	583	702	881	700	1234	1260
ECB_03585	898	915	863	1075	738	702	652	752	1041	851	1976	2127
ECB_03586	465	470	319	554	564	247	616	558	900	630	986	1189
ECB_03587	200	305	211	371	438	220	449	446	589	392	883	780
ECB_03588	86	109	61	169	216	149	181	178	221	158	402	346
ECB_03589	1417	1932	1099	2312	2337	1342	2495	2269	3009	2164	4503	3693
ECB_03590	269	234	282	346	333	267	360	272	353	323	601	632
ECB_03591	1	0	0	0	1	0	0	0	0	0	0	0
ECB_03592	236	26	180	35	10	14	8	14	17	23	52	60
ECB_03593	41	13	23	16	10	10	2	6	7	31	19	15
ECB_03594	35	41	21	45	18	26	17	26	44	48	41	54
ECB_03595	45	57	63	76	48	55	57	69	92	90	90	149
ECB_03596	327	282	442	575	390	275	561	427	620	433	816	1061
ECB_03597	445	278	435	507	327	227	357	326	473	307	587	763
ECB_03598	688	1181	431	1210	929	627	976	1071	1226	940	1341	1091
ECB_03599	76	141	42	106	79	91	76	85	128	161	229	239
ECB_03600	37	34	16	42	33	21	40	32	60	38	93	66
ECB_03601	44	58	31	41	27	35	38	26	47	58	156	197
ECB_03602	61	27	41	42	21	22	25	22	27	25	69	101
ECB_03603	3	13	9	9	14	13	8	10	10	17	129	124
ECB_03604	8	14	11	12	7	15	3	14	11	32	49	47
ECB_03605	13	42	22	23	5	10	9	4	11	26	26	24
ECB_03606	27	38	26	22	15	41	12	17	30	61	25	28
ECB_03607	4	9	10	4	7	5	1	2	2	6	6	11
ECB_03608	202	153	130	159	74	62	95	88	119	98	161	223
ECB_03609	135	143	118	163	105	63	144	94	134	77	149	132
ECB_03610	235	287	178	402	210	93	253	205	210	144	151	143
ECB_03611	238	220	137	331	158	119	188	192	158	145	155	167
ECB_03612	1544	781	784	1273	533	335	1043	579	623	488	719	763
ECB_03613	3769	4344	4064	6127	4170	2553	4577	3903	5204	3978	5270	5775
ECB_03614	2419	3343	2264	4067	3076	2118	2407	2444	3319	2571	3695	4313
ECB_03615	4409	3132	5420	4797	8197	4368	7582	7780	8083	7029	12086	13358
ECB_03616	10128	7730	13379	13347	17042	6500	23890	16765	21552	14318	34962	37186
ECB_03617	4763	4651	5741	5942	9282	4894	12403	9160	27801	8516	21738	24440
ECB_03618	12473	11375	15136	17003	22414	9957	26729	20679	28994	21054	42261	44540
ECB_03619	3903	4133	3145	4411	5815	2773	6928	5309	7950	5303	10375	18989
ECB_03620	5450	5067	5777	7268	8944	4912	9950	8586	11020	8876	16250	17201
ECB_03621	1960	1787	1894	1952	2594	1429	3026	2606	3560	2937	5688	6442
ECB_03622	2876	2469	2157	3051	3661	2540	3704	3450	4816	3551	8681	9606
ECB_03623	1284	685	758	605	834	658	783	894	1058	875	1647	1816
ECB_03625	572	862	617	876	1038	693	995	891	1344	970	2230	2144
ECB_03626	182	225	199	210	254	242	222	221	246	224	543	612
ECB_03627	56	48	68	61	52	60	71	57	138	56	126	215
ECB_03628	3225	2435	4456	5830	10399	4661	5837	6832	7940	6316	6531	7449
ECB_03629	87	150	147	207	129	108	124	107	169	128	260	268
ECB_03630	383	532	323	786	555	380	502	466	980	701	1187	1298
ECB_03631	30	60	54	49	116	79	74	78	91	88	137	175
ECB_03632	1	3	3	2	0	2	2	0	3	8	3	5
ECB_03633	1	2	1	0	3	1	2	2	1	6	1	4
ECB_03634	9	9	6	12	6	33	4	5	14	41	7	5
ECB_03635	4	7	9	8	9	14	6	6	5	8	3	5
ECB_03636	10	28	120	17	5	47	5	128	9	7	3	20
ECB_03637	64	61	56	32	19	21	23	21	34	57	20	22
ECB_03638	18	14	7	7	12	12	10	14	14	22	29	35
ECB_03639	93	115	98	78	82	78	57	86	93	99	193	289
ECB_03640	174	207	172	296	173	149	151	182	274	247	313	322
ECB_03641	185	170	214	301	249	232	298	282	364	292	450	467
ECB_03642	298	165	283	276	221	163	146	131	192	186	338	428
ECB_03643	122	153	128	213	268	197	205	264	264	259	296	351
ECB_03644	94	103	95	93	52	95	64	48	107	108	95	117
ECB_03645	102	196	91	229	121	48	109	96	157	142	260	277
ECB_03646	2667	816	2431	1107	1033	753	1073	1127	1534	994	2241	2497
ECB_03647	620	270	535	359	259	307	621	413	828	431	1027	1010
ECB_03648	2582	2018	3405	3087	2430	1388	3978	3106	4782	3155	5372	6007
ECB_03649	6622	5418	8613	7855	7443	4064	11565	8749	14185	9298	13155	13907
ECB_03650	3449	2670	5444	4975	5494	2943	7636	6334	9107	6358	8666	9043
ECB_03651	257	247	362	387	315	210	250	257	326	302	356	425
ECB_03652	2931	5796	5624	8801	13789	8117	18153	14186	23604	16504	26650	34773
ECB_03653	93	77	65	75	65	47	74	83	117	62	241	189
ECB_03654	22	12	25	16	2	8	9	7	6	5	11	20
ECB_03656	255	176	217	289	221	133	251	198	294	213	544	515
ECB_03657	567	830	745	1125	835	541	837	659	960	806	1077	1235
ECB_03658	2169	1917	2482	2845	2059	1369	2079	1954	2872	2242	3650	4200
ECB_03659	793	574	732	698	906	719	780	851	1024	974	1517	1894
ECB_03660	515	591	453	646	292	267	376	279	487	389	697	819
ECB_03661	4633	5709	5308	6906	3295	2127	3494	2834	4507	2998	5790	6529
ECB_03662	599	773	321	754	499	358	474	450	617	464	875	853
ECB_03663	330	411	332	522	523	348	403	466	614	474	730	777
ECB_03664	193	237	241	368	350	195	315	367	371	364	650	779
ECB_03665	504	465	471	715	657	333	738	662	988	742	1219	1307
ECB_03666	363	418	383	560	669	343	572	594	895	669	1216	1224
ECB_03667	240	188	278	316	381	214	449	344	522	379	757	876
ECB_03668	104	132	199	264	336	172	248	256	285	244	372	445
ECB_03669	441	368	680	560	743	445	636	692	848	792	1150	1231
ECB_03670	283	285	319	339	307	172	346	298	412	298	513	547
ECB_03671	202	173	167	218	194	137	196	203	221	215	286	415
ECB_03672	136	158	105	153	158	151	160	151	218	184	269	305
ECB_03673	333	107	108	142	140	70	127	152	172	146	296	1112
ECB_03674	242	292	189	304	339	257	427	401	535	388	900	805
ECB_03675	63	38	47	40	36	31	36	22	43	39	68	64
ECB_03676	21	30	27	28	24	25	11	18	30	35	75	94
ECB_03677	995	826	1181	1304	1000	770	1019	999	1251	1022	1618	1898
ECB_03678	713	576	843	810	695	531	661	661	846	751	1141	1478
ECB_03679	443	304	439	479	483	386	502	426	641	439	760	939
ECB_03680	1112	678	1197	1110	1038	645	960	888	1224	984	1366	1628
ECB_03681	2083	3148	2608	4096	2943	2337	2829	2495	3828	3049	4579	5554
ECB_03682	136	65	145	109	104	78	95	93	137	136	243	290
ECB_03683	11	12	4	16	7	1	4	5	7	4	17	6
ECB_03684	89	131	105	175	92	85	133	107	190	161	189	260
ECB_03685	703	679	883	904	854	525	810	734	1141	874	1140	1192
ECB_03686	434	436	565	693	547	404	431	404	602	491	639	695
ECB_03687	234	329	439	540	339	289	382	289	536	317	539	627
ECB_03688	193	197	345	338	234	190	209	209	344	243	338	501
ECB_03689	682	624	744	784	525	404	563	564	767	581	922	1039
ECB_03690	181	96	161	109	79	54	75	108	121	107	174	314
ECB_03691	17	22	13	21	12	13	24	13	19	34	21	28
