"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ECB_00001",75.4196302032527,-0.129840427800935,0.368608079760965,0.56452976279427,0.756604899857136
"ECB_00002",5057.64345219645,-0.265728033099956,0.177023097626692,0.0915461495199936,0.239042019370807
"ECB_00003",2736.19138071814,0.0205727721992413,0.194545776844996,0.90338256623104,0.948476118756237
"ECB_00004",5126.74945947219,-0.00249600973541616,0.221538328673738,0.989273419831355,0.994336932747289
"ECB_00005",484.924096383143,0.104172118089971,0.239472439958012,0.593359995581942,0.774125273698089
"ECB_00006",164.361606495588,0.162589141417421,0.202180445658203,0.350700633534001,0.575246517367478
"ECB_00007",58.6820337466882,-0.130248963523165,0.28600868315167,0.542790905408363,0.742590028656428
"ECB_00008",4197.52562921366,-0.441145752921316,0.220040427591536,0.0178747373051671,0.0738730910581277
"ECB_00009",212.671180394533,-0.196234599796256,0.23822211548125,0.313583606194386,0.538507394078507
"ECB_00010",125.439306027605,0.0347151543928251,0.207930372300863,0.845202123529372,0.922063951134937
"ECB_00011",25.9486918602855,0.356442914080785,0.354995542776346,0.130868884898622,0.304336844745714
"ECB_00012",8.0066075474364,0.109133455345026,0.385188774360482,0.624951387174782,0.797877915467296
"ECB_00014",3154.44224830513,-0.870171642620966,0.222948289641703,5.56177188919365e-06,0.000100673419051991
"ECB_00015",481.285011164024,0.0254311092406529,0.232534142465324,0.894364915246773,0.945886731151988
"ECB_00016",45.6271898251784,0.140487986802849,0.308828602525372,0.523498229419865,0.726223593870963
"ECB_00018",687.930521520515,-0.249879442273457,0.187851763956831,0.129754353476395,0.302327862531356
"ECB_00019",69.2152268503409,0.269019568316323,0.272723567532418,0.202168256821277,0.400733247177512
"ECB_00020",13.7526667213857,-0.0878242380299888,0.395219635322673,0.690960889037715,0.842717119283121
"ECB_00025",47.4291934872426,-0.141962046987178,0.565050668308777,NA,NA
"ECB_00027",775.950496731352,0.50564593747208,0.346227754749213,0.0356701255276768,0.120338729938802
"ECB_00028",24.0569389844624,-0.440144135083863,0.32017992200272,0.0567548503966016,0.170264551189805
"ECB_00029",838.011038832564,-0.551584335595495,0.133683318022741,1.12079404307488e-05,0.000194460348948246
"ECB_00030",6135.20911541193,-0.173911930240544,0.205492042142988,0.323841808418001,0.55025008481545
"ECB_00031",856.038359075429,-0.227370735697328,0.260821279047385,0.268647144800841,0.489966987534116
"ECB_00032",217.674128042273,0.252365111940142,0.179386479733325,0.112763580055775,0.276043484336797
"ECB_00033",544.339312476013,-0.143734259435276,0.209092063053972,0.42059658216497,0.64734114561966
"ECB_00034",127.190246528297,-0.260286516120382,0.347976918815413,0.258519038062351,0.477119695247428
"ECB_00035",757.469014152794,-0.202194670519124,0.184051012522223,0.212963027533826,0.416522492812911
"ECB_00036",4023.24867141916,0.450670794494907,0.233613700074595,0.0202774884311665,0.0804633187500539
"ECB_00037",16948.6908973415,0.591997560108846,0.27496912131354,0.0063813943903552,0.0345200429305852
"ECB_00038",29.8651551458936,1.32462765896665,0.507793741145188,7.39286935325526e-05,0.00100848380851471
"ECB_00039",27.1868439653735,0.346360644456725,0.35702449231456,0.141807610097169,0.31970398324302
"ECB_00040",15.1924379911938,0.806442930647507,0.632396508683861,0.00944370397944453,0.0470934377253095
"ECB_00041",52.679265592312,0.0861513528232943,0.368563722316301,0.70023504488358,0.849350819583338
"ECB_00043",33.8828773293629,0.149003693286104,0.275042305060324,0.479034445147685,0.695015293248953
"ECB_00044",14.02617981693,0.326539898149394,0.426591458209465,0.170808459051579,0.359179488610436
