group,timepoint,Time,well,S freq,lambda,total count,YFP,BFP,Dilution,corrected total count,gen,competition,S minmaj,scaled counts,S counts,LSl counts,BFP freq,timegroup,BFP counts,YFP counts
3,2,2.5333333330000003,C3,0.034901329,0.41312700700000005,6974,7759.508789,8278.475586,0.02,8513.482858,6.5k,Sl,min,425674.1429,14856.59331,410817.5496,,,,
3,2,2.5333333330000003,C4,0.04023858,0.36569184299999996,7863,7720.914062999999,8212.3125,0.02,9388.14972,6.5k,Sl,min,469407.48600000003,18888.290680000002,450519.1953,,,,
3,2,2.5333333330000003,C5,0.028089506,0.582765057,9058,7619.142578,8145.550293000001,0.02,11952.25636,6.5k,Sl,min,597612.8181,16786.64884,580826.1693,,,,
3,2,2.5333333330000003,C6,0.032426197999999996,0.31119599600000003,6659,7761.583008,8267.492188,0.02,7748.7802950000005,6.5k,Sl,min,387439.0148,12563.17421,374875.8406,,,,
4,2,2.883333333,C7,0.947980829,0.47773391,9857,7787.301758,8375.830078,0.02,12398.273990000002,6.5k,Sl,maj,619913.6994,587666.3027,32247.396739999996,,,,
4,2,2.883333333,C8,0.943935003,0.3885998,9099,7802.922852,8373.03418,0.02,10981.15082,6.5k,Sl,maj,549057.5411,518274.6317,30782.909389999997,,,,
4,2,2.883333333,C9,0.951172749,0.587644165,11814,7732.36084,8286.15332,0.02,15623.24646,6.5k,Sl,maj,781162.323,743020.3141,38142.00881,,,,
4,2,2.883333333,C10,0.94574881,0.463623533,10351,7751.554198999999,8325.061523,0.02,12935.23227,6.5k,Sl,maj,646761.6133,611674.0262,35087.58717,,,,
4,2,2.883333333,C11,0.9453925329999999,0.393740639,9058,7767.632323999999,8353.242188,0.02,10957.973179999999,6.5k,Sl,maj,547898.6591,517979.3012,29919.35795,,,,
4,2,2.883333333,C12,0.945643117,0.397625525,8470,7774.625977,8343.373047,0.02,10265.247659999999,6.5k,Sl,maj,513262.3829,485363.0396,27899.3433,,,,
1,3,3.25,A1,0.046165041,0.741399389,11172,7714.833008,8279.849609,0.02,15820.57491,6.5k,L,min,791028.7456,36517.874469999995,754510.8712,,,,
1,3,3.25,A2,0.044802453,0.471075695,7645,7691.390137,8270.728516,0.02,9586.543339,6.5k,L,min,479327.167,21475.03287,457852.1341,,,,
1,3,3.25,A3,0.04702448,0.913301148,11666,7615.578125,8186.171875,0.02,17793.134430000002,6.5k,L,min,889656.7214,41835.6447,847821.0767,,,,
1,3,3.25,A4,0.043677970999999996,0.5481680520000001,10274,7676.930664,8206.503906,0.02,13345.92799,6.5k,L,min,667296.3996,29146.152789999996,638150.2468,,,,
1,3,3.25,A5,0.044119051,0.719359775,11855,7649.405762,8157.919922,0.02,16625.875180000003,6.5k,L,min,831293.7590000001,36675.89175,794617.8673,,,,
1,3,3.25,A6,0.053645820999999996,0.389738835,6271,7663.823242,8240.382813,0.02,7572.204392000001,6.5k,L,min,378610.2196,20310.856069999998,358299.3635,,,,
2,3,3.6,A7,0.955887782,0.645088765,14064,7628.553711,8155.727539,0.02,19084.63025,6.5k,L,maj,954231.5124,912138.2439,42093.2685,,,,
2,3,3.6,A8,0.956477074,0.6211879779999999,13669,7624.219727,8114.791504000001,0.02,18351.251369999998,6.5k,L,maj,917562.5683,877627.5606,39935.00776,,,,
2,3,3.6,A9,0.956125545,0.7457065709999999,16623,7637.496094,8131.010254000001,0.02,23584.20166,6.5k,L,maj,1179210.0829999999,1127472.883,51737.19971,,,,
2,3,3.6,A10,0.951294451,0.6836719840000001,17647,7618.137695,8098.574219,0.02,24361.44553,6.5k,L,maj,1218072.2759999998,1158745.397,59326.878939999995,,,,
2,3,3.6,A11,0.961978393,0.6793687340000001,15314,7641.3125,8127.780762,0.02,21100.44914,6.5k,L,maj,1055022.457,1014908.808,40113.64924,,,,
2,3,3.6,A12,0.9612839390000001,0.643794965,16256,7629.828613,8126.129395,0.02,22046.39613,6.5k,L,maj,1102319.807,1059642.326,42677.48088,,,,
3,3,3.9,C1,0.037654934,1.056553328,17846,7597.950195,8115.440918000001,0.02,28903.6686,6.5k,Sl,min,1445183.43,54418.28668,1390765.1430000002,,,,
3,3,3.9,C2,0.037299643,1.0808517690000001,21252,7563.359375,8044.741698999999,0.02,34766.889689999996,6.5k,Sl,min,1738344.485,64839.62869,1673504.856,,,,
3,3,3.9,C3,0.034765357999999996,0.936324158,19589,7611.061035,8085.187012,0.02,30170.487110000002,6.5k,Sl,min,1508524.355,52444.38926,1456079.966,,,,
3,3,3.9,C4,0.037160038,1.006363213,21727,7598.885254000001,8061.594238,0.02,34463.10177,6.5k,Sl,min,1723155.0880000002,64032.508570000005,1659122.58,,,,
3,3,3.9,C5,0.036276291,1.126274044,26687,7521.486328,8007.812012,0.02,44478.56605,6.5k,Sl,min,2223928.3019999997,80675.87026,2143252.432,,,,
3,3,3.9,C6,0.033701557,0.933170572,19361,7584.706055,8101.141113,0.02,29779.55549,6.5k,Sl,min,1488977.774,50180.86934,1438796.905,,,,
4,3,4.2,C7,0.952825948,1.258552237,21549,7422.835448999999,8166.368651999999,0.02,37881.29047,6.5k,Sl,maj,1894064.523,1804713.825,89350.69831,,,,
4,3,4.2,C8,0.9500197359999999,1.1060721359999999,23876,7568.396973000001,8139.442870999999,0.02,39466.20924,6.5k,Sl,maj,1973310.4619999998,1874683.884,98626.57783,,,,
4,3,4.2,C9,0.9468108609999999,1.434713154,28960,7544.411620999999,8135.725586,0.02,54539.777689999995,6.5k,Sl,maj,2726988.885,2581942.694,145046.1908,,,,
4,3,4.2,C10,0.946715937,1.219248469,25650,7557.337401999999,8172.265625,0.02,44388.35789,6.5k,Sl,maj,2219417.895,2101158.292,118259.6029,,,,
4,3,4.2,C11,0.950083769,1.06032364,27084,7580.862793000001,8176.976562999999,0.02,43934.10655,6.5k,Sl,maj,2196705.328,2087054.0769999998,109651.2506,,,,
4,3,4.2,C12,0.949595705,1.020672442,26596,7569.053223000001,8162.29248,0.02,42438.69642,6.5k,Sl,maj,2121934.821,2014980.1930000002,106954.6287,,,,
1,4,4.533333333,A1,0.043114639,0.549314224,9011,7589.396484000001,8892.929688,0.004,11711.39002,6.5k,L,min,2927847.506,126233.0883,2801614.418,,,,
1,4,4.533333333,A2,0.058981480999999995,0.439989576,5697,7580.262695,8875.007813,0.004,7041.922373,6.5k,L,min,1760480.593,103835.7527,1656644.84,,,,
1,4,4.533333333,A3,0.04577978,0.59356893,8032,7539.289551000001,8856.988281,0.004,10650.22182,6.5k,L,min,2662555.455,121891.20300000001,2540664.252,,,,
1,4,4.533333333,A4,0.046109275,0.6383786570000001,8703,7562.74707,8853.283203,0.004,11774.47572,6.5k,L,min,2943618.9289999995,135728.1347,2807890.7939999998,,,,
1,4,4.533333333,A5,0.042720595,0.8827198470000001,9221,7526.783691,8809.353516,0.004,13881.891609999999,6.5k,L,min,3470472.902,148260.6673,3322212.2339999997,,,,
1,4,4.533333333,A6,0.059309567,0.388133864,4806,7562.757812999999,8892.97168,0.004,5798.869211,6.5k,L,min,1449717.303,85982.1055,1363735.197,,,,
2,4,4.883333333,A7,0.958633854,0.514830688,9854,7583.0625,8926.739258,0.004,12607.2661,6.5k,L,maj,3151816.525,3021438.023,130378.5026,,,,
2,4,4.883333333,A8,0.965666128,0.438882792,9145,7549.132323999999,8864.19043,0.004,11298.11352,6.5k,L,maj,2824528.38,2727551.3839999996,96976.99587,,,,
2,4,4.883333333,A9,0.964687655,0.463922877,10257,7568.249023,8900.554688,0.004,12819.53504,6.5k,L,maj,3204883.7589999996,3091711.798,113171.961,,,,
2,4,4.883333333,A10,0.9561991940000001,0.424929515,11020,7564.880370999999,8872.433594,0.004,13526.68369,6.5k,L,maj,3381670.922,3233551.01,148119.91199999998,,,,
2,4,4.883333333,A11,0.969942423,0.40109037200000003,9154,7597.456055,8892.395508,0.004,11112.182509999999,6.5k,L,maj,2778045.627,2694544.3060000003,83501.32033,,,,
2,4,4.883333333,A12,0.969210305,0.310254426,9399,7574.075684,8882.71875,0.004,10932.31393,6.5k,L,maj,2733078.482,2648927.829,84150.65286,,,,
3,4,5.2,C1,0.039771087000000004,0.841914052,13809,7486.472168000001,8863.619141,0.004,20428.19305,6.5k,Sl,min,5107048.263,203112.8608,4903935.403,,,,
3,4,5.2,C2,0.03774959,0.919067553,16306,7456.342285,8798.115234,0.004,24931.103740000002,6.5k,Sl,min,6232775.935,235284.7361,5997491.199,,,,
3,4,5.2,C3,0.03724455,0.7803173809999999,14071,7512.25293,8877.969727,0.004,20267.761130000003,6.5k,Sl,min,5066940.283,188715.9107,4878224.3719999995,,,,
3,4,5.2,C4,0.035514624,0.7805485520000001,15736,7490.674316,8834.667969,0.004,22668.29705,6.5k,Sl,min,5667074.262999999,201264.0116,5465810.252,,,,
3,4,5.2,C5,0.041711728999999996,1.120722247,19523,7440.609375,8763.145508,0.004,32464.83114,6.5k,Sl,min,8116207.785,338541.0596,7777666.725,,,,
3,4,5.2,C6,0.038976926,0.732241907,14060,7503.985352,8848.167969,0.004,19830.339480000002,6.5k,Sl,min,4957584.87,193231.4186,4764353.451,,,,
4,4,5.5,C7,0.9520779079999999,1.003417129,14975,7407.960937999999,8893.676758,0.004,23723.95426,6.5k,Sl,maj,5930988.563999999,5646763.183999999,284225.3796,,,,
4,4,5.5,C8,0.951233133,0.8613520029999999,17167,7425.829102,8866.515625,0.004,25608.90678,6.5k,Sl,maj,6402226.694,6090010.157000001,312216.5377,,,,
4,4,5.5,C9,0.956063425,1.025650055,19987,7430.063477,8887.3125,0.004,31958.987960000002,6.5k,Sl,maj,7989746.989,7638704.871,351042.1178,,,,
4,4,5.5,C10,0.9545866890000001,1.009664891,19559,7419.955566,8883.40625,0.004,31067.03005,6.5k,Sl,maj,7766757.512,7414043.337,352714.1743,,,,
4,4,5.5,C11,0.953870778,0.8573379590000001,19004,7443.591309,8894.321289,0.004,28300.45024,6.5k,Sl,maj,7075112.561000001,6748743.123,326369.438,,,,
4,4,5.5,C12,0.953326673,0.936719845,19304,7444.318848000001,8894.748047,0.004,29736.51487,6.5k,Sl,maj,7434128.717,7087153.196,346975.5206,,,,
1,5,5.816666667000001,A1,0.033152041,1.564583221,19103,7455.607422,8969.52832,0.004,37793.74688,6.5k,L,min,9448436.721,313234.9615,9135201.759,,,,
1,5,5.816666667000001,A2,0.026391209,1.202080552,17471,7416.213379000001,8958.134766,0.004,30026.58689,6.5k,L,min,7506646.722999999,198109.4826,7308537.241,,,,
1,5,5.816666667000001,A3,0.028028751,1.287774852,18853,7416.580078,8972.77832,0.004,33528.35557,6.5k,L,min,8382088.893999999,234939.4825,8147149.411,,,,
1,5,5.816666667000001,A4,0.029548781,1.297679583,17698,7427.450195,8962.835938,0.004,31597.722410000002,6.5k,L,min,7899430.601,233418.5449,7666012.057,,,,
1,5,5.816666667000001,A5,0.028452768,1.311674368,20543,7413.052734000001,8966.842773,0.004,36880.05829,6.5k,L,min,9220014.572,262334.9356,8957679.636,,,,
1,5,5.816666667000001,A6,0.024320482999999997,1.302849995,16648,7360.815918000001,8976.058594,0.004,29783.77057,6.5k,L,min,7445942.642000001,181088.9214,7264853.721,,,,
2,5,6.166666667,A7,0.926516201,0.927436664,20019,7381.076172,8940.275391,0.004,30716.94559,6.5k,L,maj,7679236.399,7114936.935,564299.464,,,,
2,5,6.166666667,A8,0.9263329509999999,1.094040883,20968,7329.572754000001,8906.71875,0.004,34488.78543,6.5k,L,maj,8622196.357,7987024.595,635171.7615,,,,
2,5,6.166666667,A9,0.92360738,1.0572482429999999,21237,7361.45752,8963.594727,0.004,34405.672230000004,6.5k,L,maj,8601418.057,7944333.196,657084.8611,,,,
2,5,6.166666667,A10,0.9170203490000001,1.15624366,20331,7345.232422,8987.733398,0.004,34300.92239,6.5k,L,maj,8575230.596,7863660.954,711569.6421,,,,
2,5,6.166666667,A11,0.919969587,1.092056553,20231,7352.677245999999,8981.955078,0.004,33249.43948,6.5k,L,maj,8312359.87,7647118.277000001,665241.5934,,,,
2,5,6.166666667,A12,0.9186263020000001,1.096034962,19648,7326.276855,8988.09668,0.004,32344.07678,6.5k,L,maj,8086019.196,7428029.9120000005,657989.2841,,,,
3,5,6.5,C1,0.046484933,1.417473651,20520,7399.197754000001,8922.739258,0.004,38389.25175,6.5k,Sl,min,9597312.938,446130.4489,9151182.489,,,,
3,5,6.5,C2,0.041715001,1.5586142859999998,20834,7396.060547,8942.111328,0.004,41126.265739999995,6.5k,Sl,min,10281566.43,428895.5541,9852670.88,,,,
3,5,6.5,C3,0.045690370999999994,1.299733889,19189,7396.04541,8937.125,0.004,34287.51985,6.5k,Sl,min,8571879.962000001,391652.3756,8180227.586,,,,
3,5,6.5,C4,0.047450887000000004,1.4448275640000001,18315,7395.141602,8966.862305,0.004,34626.48179,6.5k,Sl,min,8656620.447,410764.3186,8245856.128,,,,
3,5,6.5,C5,0.043572272,1.658248159,18605,7446.928711,8996.404297,0.004,38110.752089999994,6.5k,Sl,min,9527688.023,415143.0141,9112545.009,,,,
3,5,6.5,C6,0.048755702000000005,1.453466845,18167,7360.131836,8924.06543,0.004,34460.58637,6.5k,Sl,min,8615146.592,420037.5199,8195109.072000001,,,,
4,5,6.816666667000001,C7,0.9547541079999999,1.7934882980000002,19797,7587.717773,9133.441406,0.004,42592.11123,6.5k,Sl,maj,10648027.81,10166248.29,481779.5162,,,,
4,5,6.816666667000001,C8,0.953828337,1.776498862,19411,7477.697265999999,9051.694336,0.004,41508.002360000006,6.5k,Sl,maj,10377000.59,9897877.215,479123.3742,,,,
4,5,6.816666667000001,C9,0.9522793959999999,1.830152854,18814,7597.612793000001,9149.09668,0.004,41010.06042,6.5k,Sl,maj,10252515.1,9763258.891,489256.2133,,,,
4,5,6.816666667000001,C10,0.9525764520000001,1.8086446,19256,7567.107422,9140.224609,0.004,41653.22937,6.5k,Sl,maj,10413307.34,9919471.361,493835.9805,,,,
4,5,6.816666667000001,C11,0.955872013,1.724647649,19299,7561.601073999999,9140.189453,0.004,40503.07459,6.5k,Sl,maj,10125768.65,9678938.861,446829.7873,,,,
4,5,6.816666667000001,C12,0.957914307,1.957178071,19897,7551.998047,9114.654297,0.004,45347.61653,6.5k,Sl,maj,11336904.13,10859782.67,477121.4669,,,,
1,6,7.1333333329999995,A1,0.031017511,1.4095098680000002,18762,7549.039062999999,9209.310547,0.004,34992.62742,6.5k,L,min,8748156.854,271346.0515,8476810.803,,,,
1,6,7.1333333329999995,A2,0.022386673,1.4365182330000001,18835,7463.676758,9163.194336,0.004,35496.18536,6.5k,L,min,8874046.341,198660.3736,8675385.968,,,,
1,6,7.1333333329999995,A3,0.027157906000000002,1.427064545,19872,7518.880370999999,9206.87207,0.004,37314.59295,6.5k,L,min,9328648.237,253346.5519,9075301.685,,,,
1,6,7.1333333329999995,A4,0.025929282,1.3986269880000002,18332,7512.727539,9212.354492,0.004,34047.06951,6.5k,L,min,8511767.377999999,220704.0167,8291063.3610000005,,,,
1,6,7.1333333329999995,A5,0.029452769,1.3677375180000002,19934,7529.32959,9233.641602,0.004,36581.02824,6.5k,L,min,9145257.061,269353.1437,8875903.918,,,,
1,6,7.1333333329999995,A6,0.021873324,1.304248755,18834,7410.85498,9165.076172,0.004,33713.180089999994,6.5k,L,min,8428295.022,184354.8278,8243940.195,,,,
2,6,7.45,A7,0.904637419,1.183116892,18107,7446.394531,9183.578125,0.004,30882.79033,6.5k,L,maj,7720697.584,6984431.935,736265.6487,,,,
2,6,7.45,A8,0.902393117,1.242988378,18582,7349.971191,9090.679688,0.004,32463.643939999998,6.5k,L,maj,8115910.9860000005,7323742.212,792168.7741,,,,
2,6,7.45,A9,0.905673932,1.1562760859999999,18107,7455.250977,9182.587891,0.004,30549.16004,6.5k,L,maj,7637290.01,6916894.472999999,720395.5368,,,,
2,6,7.45,A10,0.9012561490000001,1.2683009729999999,18115,7456.305176000001,9202.333984,0.004,31968.227639999997,6.5k,L,maj,7992056.91,7202890.433999999,789166.4767,,,,
2,6,7.45,A11,0.902806122,1.183632435,17807,7441.977539,9197.347656,0.004,30377.439039999997,6.5k,L,maj,7594359.76,6856234.484,738125.276,,,,
2,6,7.45,A12,0.900398699,1.12253516,16452,7417.792969,9204.199219,0.004,27378.324739999996,6.5k,L,maj,6844581.183999999,6162851.994,681729.1908,,,,
3,6,7.75,C1,0.045613677000000005,1.558253246,18227,7527.081543000001,9133.000977,0.004,35975.181710000004,6.5k,Sl,min,8993795.426,410240.0796,8583555.347000001,,,,
3,6,7.75,C2,0.042968155,1.633204413,19497,7527.549805,9100.878906,0.004,39570.88959,6.5k,Sl,min,9892722.397,425072.0293,9467650.367999999,,,,
3,6,7.75,C3,0.048357835999999994,1.547581739,17665,7560.308105,9156.200195,0.004,34726.508069999996,6.5k,Sl,min,8681627.019,419824.6956,8261802.323,,,,
3,6,7.75,C4,0.046016158,1.660289209,17871,7550.068359000001,9154.96582,0.004,36634.6984,6.5k,Sl,min,9158674.599,421447.0174,8737227.582,,,,
3,6,7.75,C5,0.043679449,1.828780065,18226,7605.169434,9189.857422,0.004,39708.98021,6.5k,Sl,min,9927245.052000001,433616.594,9493628.457999999,,,,
3,6,7.75,C6,0.044475626,1.65169993,16205,7527.479004000001,9163.490234,0.004,33114.6637,6.5k,Sl,min,8278665.924,368198.8494,7910467.074,,,,
4,6,8.083333332999999,C7,0.9547782459999999,2.067686825,19307,7748.296387,9296.461914,0.004,45701.001189999995,6.5k,Sl,maj,11425250.3,10908580.44,516669.8583,,,,
4,6,8.083333332999999,C8,0.953266085,2.074205648,19619,7737.569823999999,9255.243164,0.004,46542.15053,6.5k,Sl,maj,11635537.63,11091763.41,543774.2267,,,,
4,6,8.083333332999999,C9,0.959341474,2.355216907,18892,7758.954102,9300.324219,0.004,49158.575710000005,6.5k,Sl,maj,12289643.93,11789965.12,499678.8071,,,,
4,6,8.083333332999999,C10,0.955267311,2.177341776,19041,7740.51709,9304.513672,0.004,46758.484560000004,6.5k,Sl,maj,11689621.14,11166712.95,522908.1869,,,,
4,6,8.083333332999999,C11,0.957403233,2.145737083,19086,7718.787598000001,9317.857422,0.004,46379.0407,6.5k,Sl,maj,11594760.18,11100860.88,493899.2976,,,,
4,6,8.083333332999999,C12,0.95254057,1.879332065,18380,7708.071776999999,9286.78125,0.004,40766.90625,6.5k,Sl,maj,10191726.56,9708033.03,483693.5334,,,,
1,7,24.28333333,A1,0.046625305,2.220322089,20023,8198.696289,9078.325195,0.004,49872.3571,6.5k,L,min,12468089.28,581328.4653,11886760.81,,,,
1,7,24.28333333,A2,0.034199512,1.7484206880000002,16635,7878.24707,8956.706055,0.004,35213.91001,6.5k,L,min,8803477.502,301074.6345,8502402.867,,,,
1,7,24.28333333,A3,0.043022125,2.24036534,17427,8088.771973000001,9010.717773,0.004,43692.59617,6.5k,L,min,10923149.04,469937.0835,10453211.96,,,,
1,7,24.28333333,A4,0.042329222,2.4352836780000002,16600,8062.158691,9079.097656,0.004,44305.68656,6.5k,L,min,11076421.64,468856.3105,10607565.33,,,,
1,7,24.28333333,A5,0.050902847,2.22603784,19077,8219.87793,9069.695313,0.004,47605.377660000006,6.5k,L,min,11901344.41,605812.3138,11295532.1,,,,
1,7,24.28333333,A6,0.03247443,1.934198277,16890,7867.061523,8946.289063,0.004,38188.35814,6.5k,L,min,9547089.534,310036.2908,9237053.242999999,,,,
2,7,24.28333333,A7,0.9264189079999999,1.08433811,20740,7698.813477,8569.597656,0.004,33978.00167,6.5k,L,maj,8494500.418,7869465.801,625034.6168,,,,
2,7,24.28333333,A8,0.922677937,1.155693666,20767,7636.062988,8501.249023,0.004,35028.690689999996,6.5k,L,maj,8757172.673,8080050.016,677122.6571,,,,
2,7,24.28333333,A9,0.926930771,1.156409633,20631,7723.666992,8582.213867,0.004,34809.403589999994,6.5k,L,maj,8702350.897,8066476.8270000005,635874.0706,,,,
2,7,24.28333333,A10,0.9262981440000001,1.071290494,21701,7715.141113,8562.511719,0.004,35361.84682,6.5k,L,maj,8840461.705,8188903.268999999,651558.4356,,,,
2,7,24.28333333,A11,0.927827927,0.9785353940000001,19039,7723.760254000001,8559.241211,0.004,29849.6663,6.5k,L,maj,7462416.574,6923838.5,538578.0737,,,,
2,7,24.28333333,A12,0.9269169690000001,0.98606718,15744,7712.225098000001,8568.111328,0.004,24761.80981,6.5k,L,maj,6190452.453,5738035.425,452417.0285,,,,
3,7,24.9,C1,0.038927345,1.3879298519999999,23342,7715.767578,8469.860352,0.004,43172.56127,6.5k,Sl,min,10793140.32,420148.2967,10372992.02,,,,
3,7,24.9,C2,0.037582399,1.4430967959999998,22571,7837.969238,8518.90918,0.004,42644.58247,6.5k,Sl,min,10661145.62,400671.4284,10260474.19,,,,
3,7,24.9,C3,0.038995751,1.334880668,23053,7728.245117,8458.705078,0.004,41765.15862,6.5k,Sl,min,10441289.65,407165.9315,10034123.72,,,,
3,7,24.9,C4,0.039986216,1.436174333,21632,7802.349609000001,8498.280273,0.004,40761.98712,6.5k,Sl,min,10190496.78,407479.4054,9783017.375,,,,
3,7,24.9,C5,0.040912144,1.666625376,23369,7991.57373,8688.234375,0.004,48016.978689999996,6.5k,Sl,min,12004244.67,491119.3867,11513125.29,,,,
3,7,24.9,C6,0.039671732,1.104039092,21932,7816.512206999999,8558.200195,0.004,36222.65764,6.5k,Sl,min,9055664.41,359253.8915,8696410.518,,,,
4,7,24.9,C7,0.9500236940000001,1.637029021,20978,8199.53125,8612.866211,0.004,42636.91379,6.5k,Sl,maj,10659228.45,10126519.58,532708.8626,,,,
4,7,24.9,C8,0.953803518,1.3683755869999998,21455,8208.880859,8584.263672,0.004,39382.0102,6.5k,Sl,maj,9845502.549,9390674.968,454827.5813,,,,
4,7,24.9,C9,0.948728245,1.471320304,21109,8195.124023,8610.820313,0.004,40315.409960000005,6.5k,Sl,maj,10078852.49,9562092.034,516760.4555,,,,
4,7,24.9,C10,0.9426243940000001,1.662859532,16823,8230.458984,8662.137695,0.004,34518.94064,6.5k,Sl,maj,8629735.16,8134598.876,495136.2845,,,,
4,7,24.9,C11,0.955944621,1.255375117,20386,8215.921875,8651.083984,0.004,35791.55964,6.5k,Sl,maj,8947889.911,8553687.229,394202.6813,,,,
4,7,24.9,C12,0.951173213,1.218106526,15074,8218.520508,8663.339844,0.004,26074.22521,6.5k,Sl,maj,6518556.302999999,6200276.142999999,318280.1602,,,,
1,0,0.0,A1,0.9845844218212246,0.09011732630412207,6580,7779.97314453125,8867.275390625,0.4,6880.938488576116,17k,L,maj,17202.346221440286,16937.16210840531,265.18411303497385,0.9845844218212246,1.0,16937.16210840531,265.18411303497385
6,0,0.0,C4,0.048741082474365593,0.10841382394684083,7759,7743.00830078125,8717.3544921875,0.4,8187.189595909711,40k,L,min,20467.97398977428,997.6312083187578,19470.34278145552,0.9512589175256344,3.0,19470.34278145552,997.6312083187578
1,0,0.0,A2,0.9845844218212246,0.09011732630412207,6580,7779.97314453125,8867.275390625,0.4,6880.938488576116,17k,L,maj,17202.346221440286,16937.16210840531,265.18411303497385,0.9845844218212246,1.0,16937.16210840531,265.18411303497385
5,0,0.0,C3,0.96048521005197,1.152715991021303,9020,7315.67724609375,8336.2197265625,0.4,15196.087721806536,40k,L,maj,37990.21930451634,36489.04376861878,1501.1755358975568,0.03951478994802998,3.0,1501.1755358975568,36489.04376861878
1,0,0.0,A3,0.9845844218212246,0.09011732630412207,6580,7779.97314453125,8867.275390625,0.4,6880.938488576116,17k,L,maj,17202.346221440286,16937.16210840531,265.18411303497385,0.9845844218212246,1.0,16937.16210840531,265.18411303497385
7,0,0.0,C8,0.9735928818205536,0.1030438117613921,7927,7691.548828125,8421.8837890625,0.4,8342.426998729477,40k,Sl,maj,20856.067496823693,20305.31885767656,550.7486391471343,0.9735928818205536,4.0,20305.31885767656,550.7486391471343
2,0,0.0,A4,0.021972864466817132,0.6611546259118163,7748,7715.85205078125,8701.1328125,0.4,10589.515296841852,17k,L,min,26473.78824210463,581.7049609669817,25892.083281137646,0.021972864466817132,1.0,581.7049609669817,25892.083281137646
5,0,0.0,C2,0.96048521005197,1.152715991021303,9020,7315.67724609375,8336.2197265625,0.4,15196.087721806536,40k,L,maj,37990.21930451634,36489.04376861878,1501.1755358975568,0.03951478994802998,3.0,1501.1755358975568,36489.04376861878
4,0,0.0,A12,0.07609332548476222,0.5402676414134191,7358,7454.638671875,8465.5146484375,0.4,9523.756652296375,17k,Sl,min,23809.391630740938,1811.7357869521438,21997.655843788794,0.07609332548476222,2.0,1811.7357869521438,21997.655843788794
7,0,0.0,C9,0.9735928818205536,0.1030438117613921,7927,7691.548828125,8421.8837890625,0.4,8342.426998729477,40k,Sl,maj,20856.067496823693,20305.31885767656,550.7486391471343,0.9735928818205536,4.0,20305.31885767656,550.7486391471343
8,0,0.0,C12,0.015022986751166888,0.6529459584685804,7663,7281.70361328125,8454.7607421875,0.4,10435.099953235842,40k,Sl,min,26087.749883089604,391.9159208614106,25695.833962228196,0.015022986751166888,4.0,391.9159208614106,25695.833962228196
2,0,0.0,A6,0.021972864466817132,0.6611546259118163,7748,7715.85205078125,8701.1328125,0.4,10589.515296841852,17k,L,min,26473.78824210463,581.7049609669817,25892.083281137646,0.021972864466817132,1.0,581.7049609669817,25892.083281137646
8,0,0.0,C11,0.015022986751166888,0.6529459584685804,7663,7281.70361328125,8454.7607421875,0.4,10435.099953235842,40k,Sl,min,26087.749883089604,391.9159208614106,25695.833962228196,0.015022986751166888,4.0,391.9159208614106,25695.833962228196
3,0,0.0,A7,0.9916236303933316,0.12622041183387833,5723,8044.14013671875,8737.0390625,0.4,6091.775733670536,17k,Sl,maj,15229.43933417634,15101.871921410944,127.56741276539543,0.9916236303933316,2.0,15101.871921410944,127.56741276539543
3,0,0.0,A8,0.9916236303933316,0.12622041183387833,5723,8044.14013671875,8737.0390625,0.4,6091.775733670536,17k,Sl,maj,15229.43933417634,15101.871921410944,127.56741276539543,0.9916236303933316,2.0,15101.871921410944,127.56741276539543
8,0,0.0,C10,0.015022986751166888,0.6529459584685804,7663,7281.70361328125,8454.7607421875,0.4,10435.099953235842,40k,Sl,min,26087.749883089604,391.9159208614106,25695.833962228196,0.015022986751166888,4.0,391.9159208614106,25695.833962228196
3,0,0.0,A9,0.9916236303933316,0.12622041183387833,5723,8044.14013671875,8737.0390625,0.4,6091.775733670536,17k,Sl,maj,15229.43933417634,15101.871921410944,127.56741276539543,0.9916236303933316,2.0,15101.871921410944,127.56741276539543
2,0,0.0,A5,0.021972864466817132,0.6611546259118163,7748,7715.85205078125,8701.1328125,0.4,10589.515296841852,17k,L,min,26473.78824210463,581.7049609669817,25892.083281137646,0.021972864466817132,1.0,581.7049609669817,25892.083281137646
6,0,0.0,C5,0.048741082474365593,0.10841382394684083,7759,7743.00830078125,8717.3544921875,0.4,8187.189595909711,40k,L,min,20467.97398977428,997.6312083187578,19470.34278145552,0.9512589175256344,3.0,19470.34278145552,997.6312083187578
5,0,0.0,C1,0.96048521005197,1.152715991021303,9020,7315.67724609375,8336.2197265625,0.4,15196.087721806536,40k,L,maj,37990.21930451634,36489.04376861878,1501.1755358975568,0.03951478994802998,3.0,1501.1755358975568,36489.04376861878
4,0,0.0,A10,0.07609332548476222,0.5402676414134191,7358,7454.638671875,8465.5146484375,0.4,9523.756652296375,17k,Sl,min,23809.391630740938,1811.7357869521438,21997.655843788794,0.07609332548476222,2.0,1811.7357869521438,21997.655843788794
7,0,0.0,C7,0.9735928818205536,0.1030438117613921,7927,7691.548828125,8421.8837890625,0.4,8342.426998729477,40k,Sl,maj,20856.067496823693,20305.31885767656,550.7486391471343,0.9735928818205536,4.0,20305.31885767656,550.7486391471343
